,World Rank,Region Rank,Year Score,Property Rights,Freedom from Corruption,Fiscal Freedom ,Gov Spending,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov Expenditure % of GDP,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP),Score Category,Asia-Pacific,Europe,Middle East / North Africa,North America,South and Central America / Caribbean,Sub-Saharan Africa
570,60.0,28.0,65.9,30.0,43.0,91.1,60.4,66.9,71.6,82.6,88.0,65.0,60.0,1.0,10.0,10.0,26.3,36.3,7.2,128.6,1.7,1.2,17860.0,11.6,-1.6,1710.3,26.9,3,0,1,0,0,0,0
571,104.0,14.0,59.1,30.0,38.0,82.8,76.8,46.3,58.9,84.9,68.2,65.0,40.0,8.4,27.5,27.5,14.5,27.8,17.4,29.3,4.0,6.4,1682.0,3.1,-0.3,341.9,28.3,4,0,0,0,0,0,1
572,158.0,36.0,48.7,10.0,21.0,86.6,75.3,32.6,76.8,70.0,74.2,20.0,20.0,2.9,20.0,30.0,6.1,28.7,51.4,242.0,7.7,6.9,4706.0,3.3,5.9,946.2,16.8,5,1,0,0,0,0,0
573,133.0,28.0,53.9,20.0,20.0,73.8,70.5,54.2,67.6,73.8,74.2,55.0,30.0,5.4,35.0,35.0,13.1,31.4,9.2,8.4,4.7,4.5,911.0,6.9,4.4,32.0,30.5,4,0,0,0,0,0,1
574,57.0,3.0,66.5,75.0,57.0,78.1,66.9,61.3,43.6,84.5,68.2,70.0,60.0,10.9,35.0,25.0,18.5,33.2,0.5,3.3,1.0,1.6,6324.0,9.2,-0.2,78.1,112.2,3,0,0,0,0,0,1
575,112.0,24.0,57.9,25.0,21.0,90.5,87.4,32.3,62.5,78.1,72.2,60.0,50.0,8.9,20.0,20.0,12.4,20.5,15.3,50.0,7.0,6.9,3263.0,0.4,3.9,1730.4,29.5,4,1,0,0,0,0,0
576,130.0,27.0,54.2,25.0,27.0,75.6,85.6,46.9,48.9,81.2,61.6,40.0,50.0,11.7,35.0,33.0,11.3,21.9,22.5,67.2,5.1,4.5,2981.0,4.3,1.9,501.2,23.9,4,0,0,0,0,0,1
577,6.0,1.0,78.0,90.0,81.0,80.0,50.4,81.8,72.6,76.9,87.0,80.0,80.0,1.5,29.0,15.0,30.6,40.7,35.5,1591.6,2.5,2.6,44843.0,6.9,1.9,53864.0,86.5,2,0,0,0,1,0,0
578,168.0,42.0,45.2,10.0,24.0,65.7,93.6,28.0,40.9,62.9,52.2,45.0,30.0,16.4,50.0,30.0,5.2,14.7,4.7,2.9,1.0,-4.9,607.0,7.4,15.0,3.5,41.8,5,0,0,0,0,0,1
579,164.0,41.0,46.3,20.0,22.0,46.0,84.3,30.9,48.9,71.4,49.8,50.0,40.0,15.1,60.0,45.0,6.6,22.9,11.3,29.5,6.9,7.0,2617.0,7.0,1.7,760.5,25.0,5,0,0,0,0,0,1
580,7.0,1.0,77.7,85.0,73.0,74.8,83.1,72.1,64.3,82.9,86.4,85.0,70.0,1.8,40.0,22.5,20.2,23.7,17.8,409.3,1.8,4.6,22971.0,6.4,4.4,22949.2,13.9,2,0,0,0,0,1,0
581,144.0,31.0,52.0,20.0,36.0,69.7,74.3,54.2,62.0,70.6,72.8,30.0,30.0,3.6,45.0,25.0,19.4,29.3,1367.8,17617.3,7.4,8.5,12880.0,4.7,2.0,128500.0,41.1,4,1,0,0,0,0,0
582,33.0,3.0,70.8,50.0,37.0,80.1,74.4,78.2,77.6,79.6,81.0,80.0,70.0,4.5,33.0,25.0,16.5,29.2,47.7,640.1,4.6,4.8,13430.0,10.1,2.9,16053.8,38.0,2,0,0,0,0,1,0
583,141.0,32.0,52.4,30.0,26.0,64.5,81.0,49.6,51.0,79.4,72.0,40.0,30.0,6.5,30.0,50.0,12.1,25.2,0.8,1.2,3.3,2.8,1548.0,6.5,2.9,14.0,20.0,4,0,0,0,0,0,1
584,163.0,40.0,46.4,10.0,22.0,73.3,95.2,42.8,41.0,78.5,61.0,20.0,20.0,12.0,30.0,40.0,13.0,12.7,79.3,55.8,9.1,7.7,704.0,8.0,1.0,2063.2,19.7,5,0,0,0,0,0,1
585,172.0,44.0,42.8,10.0,23.0,66.9,55.8,35.9,38.8,75.6,52.0,40.0,30.0,16.5,45.0,34.0,11.2,38.4,4.3,28.0,6.0,5.1,6559.0,6.5,0.9,5502.3,42.3,5,0,0,0,0,0,1
586,50.0,10.0,67.4,50.0,54.0,79.4,88.7,68.6,53.8,77.6,81.6,70.0,50.0,4.2,25.0,30.0,23.2,19.4,4.8,71.0,3.5,4.3,14864.0,8.3,3.2,2105.9,39.8,3,0,0,0,0,1,0
587,92.0,10.0,60.0,30.0,32.0,78.3,85.4,62.2,46.9,73.5,71.8,70.0,50.0,6.6,36.0,25.0,15.7,22.1,22.7,71.1,7.5,4.9,3131.0,4.0,0.4,462.0,36.4,3,0,0,0,0,0,1
588,103.0,38.0,59.1,35.0,48.0,70.8,33.7,60.3,42.4,78.7,87.4,75.0,60.0,1.3,40.0,20.0,30.4,47.0,4.2,88.5,-0.4,-1.1,20889.0,16.7,-0.2,3451.2,80.9,4,0,1,0,0,0,0
590,42.0,19.0,68.7,70.0,63.0,76.1,47.3,74.5,58.2,85.3,88.0,75.0,50.0,1.0,35.0,12.5,31.8,41.9,0.9,27.4,-2.3,-1.7,30769.0,15.6,-0.3,679.0,107.1,3,0,1,0,0,0,0
591,21.0,11.0,73.2,75.0,51.0,82.5,47.3,66.6,77.7,84.1,88.0,80.0,80.0,1.0,15.0,19.0,34.1,41.9,10.5,314.6,2.0,1.0,29925.0,6.2,0.4,5908.5,41.6,2,0,1,0,0,0,0
592,12.0,5.0,75.3,95.0,92.0,39.5,2.3,95.4,86.0,84.4,88.0,90.0,80.0,1.0,56.0,23.5,48.6,57.1,5.6,249.5,1.0,0.5,44343.0,6.6,0.6,3651.9,42.6,2,0,1,0,0,0,0
593,124.0,24.0,56.0,25.0,34.0,80.6,57.4,50.8,62.9,74.3,54.6,70.0,50.0,17.7,30.0,25.0,20.3,37.7,0.9,2.9,6.0,4.8,3051.0,60.0,2.9,153.0,44.6,4,0,0,0,0,0,1
595,88.0,17.0,61.0,25.0,32.0,84.5,90.2,56.6,56.5,73.1,77.2,75.0,40.0,6.4,25.0,27.0,13.9,18.1,10.6,138.0,7.3,5.2,13012.0,15.0,3.0,2208.3,35.1,3,0,0,0,0,1,0
596,159.0,25.0,48.6,15.0,33.0,79.2,41.8,55.5,51.6,68.1,71.4,30.0,40.0,4.3,35.0,22.0,19.3,44.0,16.0,180.2,3.6,5.0,11244.0,4.6,3.6,773.9,29.8,5,0,0,0,0,1,0
597,125.0,12.0,56.0,20.0,37.0,85.6,65.9,68.3,51.4,65.8,70.6,55.0,40.0,9.7,25.0,25.0,13.9,33.7,86.7,943.1,2.2,2.7,10877.0,13.2,10.1,4783.2,90.5,4,0,0,1,0,0,0
598,63.0,12.0,65.1,35.0,39.0,79.1,85.3,56.0,52.6,83.4,85.8,75.0,60.0,2.1,30.0,30.0,17.1,22.1,6.4,50.9,2.0,1.8,8021.0,6.2,1.1,275.0,56.5,3,0,0,0,0,1,0
599,170.0,43.0,43.7,10.0,19.0,75.4,45.6,45.6,38.4,78.9,53.8,40.0,30.0,15.6,35.0,35.0,2.3,42.6,0.8,25.1,-3.1,-0.2,32266.0,7.9,3.0,1933.0,7.6,5,0,0,0,0,0,1
600,173.0,45.0,42.7,10.0,18.0,80.9,73.4,32.1,65.6,57.8,69.2,0.0,20.0,5.4,30.0,30.0,10.7,29.8,6.5,7.8,1.7,4.2,1195.0,7.2,12.3,46.5,125.3,5,0,0,0,0,0,1
601,9.0,3.0,77.2,90.0,69.0,81.9,54.9,79.0,57.2,82.2,88.0,90.0,80.0,1.0,20.0,20.0,31.8,38.8,1.3,35.6,2.1,3.8,26999.0,7.7,0.5,982.9,9.7,2,0,1,0,0,0,0
602,148.0,37.0,51.5,30.0,33.0,77.2,90.5,55.8,57.7,66.0,65.0,20.0,20.0,10.0,35.0,30.0,12.4,17.8,91.0,144.6,10.3,10.2,1589.0,5.2,7.4,1200.0,21.9,4,0,0,0,0,0,1
603,107.0,23.0,58.8,30.0,22.3,81.2,75.3,62.0,70.6,77.6,68.8,50.0,50.0,10.6,29.0,20.0,25.3,28.7,0.9,7.3,4.1,3.2,8236.0,7.9,0.5,278.9,49.5,4,1,0,0,0,0,0
604,24.0,13.0,72.6,90.0,89.0,66.5,0.8,90.7,53.7,81.9,88.0,85.0,80.0,1.0,31.8,20.0,44.0,57.5,5.5,221.0,-0.1,0.5,40347.0,8.6,1.2,18624.7,59.6,2,0,1,0,0,0,0
605,75.0,32.0,62.3,80.0,69.0,47.7,2.5,78.4,43.5,79.1,83.0,70.0,70.0,1.0,45.0,34.3,45.0,57.0,63.9,2580.8,0.4,1.0,40375.0,9.9,0.6,15191.1,95.1,3,0,1,0,0,0,0
606,105.0,15.0,59.0,40.0,37.0,77.6,74.5,58.4,61.9,78.4,61.8,60.0,40.0,14.1,35.0,30.0,10.6,29.2,1.6,36.3,5.1,5.9,22924.0,19.7,4.5,972.9,27.8,4,0,0,0,0,0,1
607,119.0,21.0,57.1,25.0,29.0,75.5,78.0,53.4,65.8,64.7,65.0,65.0,50.0,12.5,35.0,32.0,14.3,27.1,1.9,3.1,-0.2,2.5,1599.0,7.0,6.3,28.4,100.2,4,0,0,0,0,0,1
608,23.0,12.0,72.6,40.0,52.0,87.6,75.3,86.5,75.7,80.5,88.6,80.0,60.0,0.7,20.0,15.0,24.8,28.7,4.5,34.2,4.7,5.6,7653.0,13.4,3.1,1279.1,35.1,2,0,1,0,0,0,0
609,17.0,8.0,74.4,90.0,79.0,61.5,41.3,90.0,50.6,83.3,88.0,90.0,70.0,1.0,47.5,15.8,36.7,44.3,81.1,3721.6,1.6,2.0,45888.0,5.0,0.8,1830.9,73.1,2,0,1,0,0,0,0
610,72.0,5.0,63.0,50.0,48.0,84.9,77.6,61.5,56.5,66.5,65.0,60.0,60.0,10.0,25.0,25.0,16.1,27.3,26.2,108.3,4.2,8.3,4129.0,2.4,15.5,3357.0,67.6,3,0,0,0,0,0,1
611,138.0,41.0,53.2,40.0,43.0,64.4,0.0,73.8,50.2,77.7,83.0,60.0,40.0,1.0,42.0,26.0,33.5,60.1,11.0,284.3,0.8,-4.8,25859.0,26.3,-1.4,2171.6,177.2,4,0,1,0,0,0,0
612,82.0,15.0,61.8,20.0,32.0,79.1,94.3,62.5,50.9,77.9,86.4,65.0,50.0,1.8,31.0,31.0,13.0,13.8,15.9,119.1,4.0,3.5,7503.0,2.9,3.4,1395.8,23.7,3,0,0,0,0,1,0
613,136.0,30.0,53.3,20.0,25.0,68.5,81.2,51.4,71.8,69.2,61.2,45.0,40.0,11.9,40.0,35.0,17.9,25.1,11.4,15.0,0.4,2.5,1313.0,1.8,9.7,566.0,37.4,4,0,0,0,0,0,1
614,145.0,35.0,51.8,20.0,19.0,89.3,94.1,36.7,61.1,78.5,59.4,30.0,30.0,12.8,20.0,25.0,6.5,14.0,1.7,2.5,2.5,2.8,1436.0,6.9,-1.0,21.5,61.0,4,0,0,0,0,0,1
615,127.0,22.0,55.4,30.0,30.0,68.7,73.1,63.0,70.7,77.4,70.8,40.0,30.0,7.1,33.3,40.0,20.6,29.9,0.8,5.5,3.8,4.7,6895.0,11.1,1.0,255.2,65.8,4,0,0,0,0,1,0
616,150.0,24.0,51.3,10.0,19.0,80.5,76.4,47.1,62.0,76.0,72.0,40.0,30.0,6.5,30.0,30.0,12.2,28.0,10.5,18.3,2.8,2.0,1750.0,6.8,3.9,99.0,26.0,4,0,0,0,0,1,0
617,113.0,19.0,57.7,30.0,29.0,84.2,72.0,58.0,31.0,74.8,78.4,60.0,60.0,5.8,25.0,25.0,18.1,30.6,8.3,39.1,3.1,3.5,4729.0,3.9,6.1,1144.1,46.1,4,0,0,0,0,1,0
618,1.0,1.0,88.6,90.0,74.0,92.6,90.7,97.4,89.0,81.8,90.0,90.0,90.0,0.0,15.0,16.5,15.7,17.6,7.3,397.5,2.3,3.7,54722.0,3.2,4.4,103254.2,6.9,1,1,0,0,0,0,0
619,58.0,26.0,66.0,45.0,54.0,78.7,26.7,70.6,63.8,88.3,88.0,75.0,70.0,1.0,16.0,19.0,38.9,49.4,9.9,246.4,3.6,1.3,24942.0,7.8,-0.3,4039.4,76.9,3,0,1,0,0,0,0
620,20.0,10.0,73.3,90.0,79.0,73.3,42.1,90.1,61.6,79.5,87.8,70.0,60.0,1.1,31.8,20.0,35.5,43.9,0.3,14.2,1.8,1.1,43637.0,5.0,2.0,436.1,82.1,2,0,1,0,0,0,0
621,123.0,25.0,56.2,55.0,38.0,77.1,78.1,47.6,47.8,72.8,71.0,35.0,40.0,7.0,30.9,32.4,16.7,27.0,1259.7,7375.9,7.2,7.2,5855.0,3.6,6.0,34416.8,65.0,4,1,0,0,0,0,0
622,99.0,21.0,59.4,30.0,34.0,83.4,89.0,54.0,49.3,74.3,80.4,40.0,60.0,2.3,30.0,25.0,11.8,19.1,251.5,2676.1,5.0,5.8,10641.0,6.2,6.4,22579.6,25.0,4,1,0,0,0,0,0
623,171.0,14.0,43.5,10.0,27.0,81.2,93.2,59.3,49.0,50.6,54.6,0.0,10.0,15.2,35.0,25.0,5.8,15.0,78.0,1334.3,3.0,1.0,17114.0,12.8,15.5,2105.5,12.2,5,0,0,1,0,0,0
625,8.0,2.0,77.3,90.0,74.0,73.6,50.3,79.6,72.1,85.5,88.0,90.0,70.0,1.0,41.0,12.5,28.3,40.7,4.6,226.8,4.8,1.4,49195.0,11.6,0.3,7697.7,109.5,2,0,1,0,0,0,0
626,35.0,4.0,70.7,75.0,60.0,60.6,48.8,70.6,64.6,84.2,88.2,85.0,70.0,0.9,48.0,26.5,30.5,41.3,8.2,268.5,2.8,3.8,32691.0,6.1,0.5,6431.6,68.8,2,0,0,1,0,0,0
627,86.0,36.0,61.2,50.0,43.0,55.8,22.1,70.3,53.0,84.5,88.0,85.0,60.0,1.0,43.0,27.5,42.6,51.0,60.0,2127.7,-0.4,-0.5,35486.0,12.5,0.2,11450.8,132.1,3,0,1,0,0,0,0
628,48.0,8.0,67.5,40.0,38.0,81.7,78.0,81.3,72.7,77.5,75.4,80.0,50.0,7.3,25.0,25.0,24.0,27.1,2.8,24.1,0.5,0.0,8609.0,13.2,7.1,550.8,140.6,3,0,0,0,0,1,0
629,22.0,6.0,73.1,80.0,76.0,68.5,46.2,82.5,83.9,81.2,82.6,70.0,60.0,1.2,40.8,23.9,30.3,42.3,127.1,4750.8,-0.1,1.5,37390.0,3.7,2.7,2089.8,246.4,2,1,0,0,0,0,0
630,46.0,5.0,68.3,60.0,49.0,91.7,62.0,64.9,68.4,83.1,73.4,70.0,60.0,8.3,14.0,20.0,15.3,35.6,6.7,79.6,3.1,2.7,11927.0,11.1,2.9,1760.4,89.3,3,0,0,1,0,0,0
631,68.0,12.0,63.6,30.0,29.0,93.0,87.7,72.3,82.7,74.0,77.4,40.0,50.0,3.8,10.0,20.0,14.0,20.2,17.4,418.5,4.3,6.0,24020.0,4.1,6.7,9562.0,15.1,3,1,0,0,0,0,0
632,115.0,19.0,57.5,30.0,25.0,79.4,80.8,48.6,62.2,73.5,65.6,60.0,50.0,9.7,30.0,30.0,16.2,25.3,42.9,132.4,5.3,6.0,3084.0,9.2,6.9,989.0,48.6,4,0,0,0,0,0,1
635,27.0,7.0,71.7,70.0,55.0,73.8,69.7,91.1,50.6,82.6,74.6,70.0,80.0,7.7,38.0,24.2,24.3,31.8,50.4,1778.8,3.3,3.8,35277.0,3.5,1.3,9898.5,35.7,2,1,0,0,0,0,0
637,74.0,7.0,62.7,45.0,44.0,97.7,57.7,63.4,62.7,74.2,77.2,55.0,50.0,3.9,0.0,15.0,0.7,37.5,4.0,284.0,1.3,3.3,71020.0,3.0,2.9,485.8,7.1,3,0,0,1,0,0,0
638,96.0,19.0,59.6,20.0,27.0,93.7,56.3,65.3,80.4,68.4,75.0,60.0,50.0,2.5,10.0,10.0,20.8,38.1,5.7,19.2,3.6,3.7,3361.0,8.1,7.5,210.5,53.0,4,1,0,0,0,0,0
639,155.0,35.0,49.8,15.0,25.0,86.1,73.8,55.9,57.6,71.3,58.6,35.0,20.0,13.2,24.0,24.0,15.3,29.6,6.9,34.4,7.4,7.9,4987.0,1.4,4.1,720.8,62.5,5,1,0,0,0,0,0
640,36.0,17.0,70.4,50.0,55.0,84.8,58.4,78.6,59.5,84.8,88.0,85.0,60.0,1.0,23.0,15.0,27.7,37.2,2.0,48.2,2.4,2.7,23707.0,10.0,0.7,473.5,37.8,2,0,1,0,0,0,0
641,98.0,10.0,59.5,20.0,27.0,91.3,75.7,59.1,57.3,79.0,75.8,60.0,50.0,7.1,20.0,15.0,15.5,28.5,4.5,81.1,2.0,3.2,17986.0,6.4,1.9,3070.1,134.4,4,0,0,1,0,0,0
642,152.0,38.0,50.6,30.0,49.0,59.1,0.0,53.3,62.1,76.9,85.8,50.0,40.0,2.1,35.0,25.0,47.3,62.6,1.9,5.3,2.2,4.5,2764.0,26.2,3.9,46.4,45.9,4,0,0,0,0,0,1
643,143.0,34.0,52.2,25.0,37.0,83.8,67.7,55.1,44.5,71.0,72.8,45.0,20.0,6.1,25.0,25.0,19.2,32.8,4.2,3.7,0.5,6.2,882.0,3.8,9.9,302.0,33.2,4,0,0,0,0,0,1
646,13.0,6.0,75.2,65.0,58.0,92.9,63.8,80.0,60.0,84.6,88.0,80.0,80.0,1.0,15.0,15.0,16.0,34.7,2.9,79.6,2.9,3.6,27051.0,11.3,0.2,217.1,37.7,2,0,1,0,0,0,0
647,19.0,9.0,73.9,90.0,82.0,61.1,43.0,73.7,42.6,83.2,88.0,95.0,80.0,1.0,43.6,21.0,39.3,43.6,0.6,51.4,2.9,2.5,92049.0,6.1,0.7,7087.0,24.6,2,0,1,0,0,0,0
649,47.0,22.0,67.5,35.0,45.0,92.1,69.6,76.4,66.7,83.5,86.4,60.0,60.0,1.8,10.0,10.0,24.2,31.8,2.1,27.6,3.8,2.3,13349.0,27.9,-0.1,348.0,38.0,3,0,1,0,0,0,0
650,87.0,9.0,61.1,45.0,28.0,91.1,93.4,52.9,48.5,74.5,77.2,50.0,50.0,6.4,20.0,20.0,9.3,14.9,23.6,33.9,3.0,2.0,1437.0,3.6,6.1,350.7,34.907,3,0,0,0,0,0,1
651,146.0,36.0,51.8,40.0,33.0,79.0,27.1,44.5,63.4,53.6,72.4,55.0,50.0,3.8,30.0,30.0,17.4,49.3,17.6,13.7,5.7,4.7,780.0,7.5,23.8,130.0,62.0,4,0,0,0,0,0,1
652,29.0,8.0,71.5,55.0,52.0,85.0,74.3,91.4,71.5,84.5,81.4,60.0,60.0,4.3,25.0,25.0,15.8,29.3,30.3,746.1,6.0,5.8,24654.0,2.0,3.1,10799.2,57.0,2,1,0,0,0,0,0
653,132.0,28.0,53.9,25.0,21.9,94.0,60.8,81.5,70.4,73.0,47.8,35.0,30.0,21.1,0.0,0.0,24.5,36.1,0.3,4.9,5.0,4.9,14383.0,11.6,2.5,363.3,74.8,4,1,0,0,0,0,0
654,121.0,23.0,56.5,25.0,32.0,70.3,82.8,46.3,50.8,83.0,70.2,65.0,40.0,7.4,40.0,35.0,12.2,23.9,15.8,27.3,6.8,3.4,1729.0,8.1,0.9,198.9,31.5,4,0,0,0,0,0,1
655,55.0,24.0,66.7,70.0,55.0,63.9,46.5,61.6,53.5,83.5,88.0,85.0,60.0,1.0,35.0,35.0,34.0,42.2,0.4,14.1,3.6,2.9,33216.0,5.9,0.8,9278.9,68.1,3,0,1,0,0,0,0
656,128.0,25.0,54.8,25.0,30.0,81.6,75.3,48.7,50.7,77.7,69.0,50.0,40.0,8.0,30.0,25.0,17.7,28.7,3.6,15.5,6.4,5.4,4288.0,31.0,3.5,492.5,59.1,4,0,0,0,0,0,1
657,15.0,1.0,74.7,60.0,54.0,92.0,81.5,77.5,65.0,78.7,88.6,80.0,70.0,0.7,15.0,15.0,18.6,24.9,1.3,23.4,3.2,3.5,18553.0,7.7,3.0,418.4,52.8,2,0,0,0,0,0,1
658,62.0,3.0,65.2,50.0,35.0,74.9,76.4,70.7,58.2,77.4,79.2,70.0,60.0,5.4,35.0,30.0,19.7,28.1,119.7,2140.6,2.1,3.3,17881.0,4.9,4.0,22794.7,50.1,3,0,0,0,1,0,0
660,117.0,40.0,57.4,40.0,35.0,85.4,55.6,64.6,39.3,76.0,73.6,55.0,50.0,5.7,18.0,12.0,31.5,38.5,3.6,17.7,4.6,5.4,4979.0,3.4,5.1,207.4,31.5,4,0,1,0,0,0,0
661,100.0,22.0,59.4,30.0,39.0,84.4,51.5,67.7,77.9,68.0,70.0,45.0,60.0,5.0,10.0,25.0,28.8,40.2,2.9,34.8,7.8,14.0,11882.0,4.8,12.9,507.6,67.3,4,1,0,0,0,0,0
662,65.0,31.0,64.9,40.0,42.0,91.6,39.8,76.6,72.0,82.6,84.8,70.0,50.0,2.6,9.0,9.0,26.0,44.8,0.6,9.4,1.1,1.5,14996.0,19.1,-0.7,497.0,58.4,3,0,1,0,0,0,0
663,85.0,9.0,61.3,40.0,39.0,71.5,65.6,66.4,34.3,84.1,81.8,70.0,60.0,4.1,38.0,30.0,22.4,33.9,33.2,252.4,2.9,3.7,7606.0,10.2,0.4,3582.3,63.9,3,0,0,1,0,0,0
664,139.0,31.0,53.2,30.0,31.0,74.3,63.5,55.9,41.9,79.5,70.8,35.0,50.0,7.1,32.0,32.0,22.9,34.9,26.5,31.1,7.4,7.3,1174.0,22.6,2.3,4901.8,55.4,4,0,0,0,0,0,1
665,81.0,8.0,61.9,30.0,49.0,64.4,63.9,68.2,84.5,75.1,83.4,60.0,40.0,0.8,37.0,34.0,32.1,34.7,2.2,23.6,5.3,5.3,10765.0,18.6,5.3,413.7,25.2,3,0,0,0,0,0,1
666,151.0,34.0,50.9,30.0,29.0,85.1,91.1,64.9,47.3,70.8,55.6,5.0,30.0,14.7,25.0,25.0,15.3,17.2,28.1,66.8,5.5,4.5,2376.0,2.7,9.0,29.6,26.3,4,1,0,0,0,0,0
667,16.0,7.0,74.6,90.0,83.0,52.7,34.4,80.0,64.0,83.4,88.0,90.0,80.0,1.0,52.0,25.0,37.4,46.8,16.9,798.6,0.9,0.3,47355.0,6.9,0.3,30253.3,68.3,2,0,1,0,0,0,0
668,3.0,3.0,81.6,95.0,91.0,71.0,46.0,91.4,85.9,88.1,87.2,80.0,80.0,1.4,33.0,28.0,32.1,42.4,4.5,158.9,3.2,2.2,35152.0,5.6,1.2,3391.3,34.0,1,1,0,0,0,0,0
669,109.0,18.0,58.6,10.0,28.0,78.0,82.8,61.2,55.7,69.0,86.2,65.0,50.0,1.9,30.0,30.0,20.0,24.0,6.2,29.5,4.5,4.7,4736.0,5.3,6.0,840.0,32.2,4,0,0,0,0,1,0
670,129.0,26.0,54.3,30.0,35.0,76.3,76.8,39.6,42.3,83.0,64.6,55.0,40.0,10.2,35.0,30.0,15.8,27.8,17.1,17.9,6.9,6.8,1048.0,5.1,-0.9,769.0,36.4,4,0,0,0,0,0,1
671,116.0,20.0,57.5,30.0,27.0,85.1,94.6,48.7,72.9,71.5,64.8,40.0,40.0,10.1,24.0,30.0,3.1,13.4,173.9,1049.1,6.3,6.2,6031.0,7.5,8.1,4693.8,10.5,4,0,0,0,0,0,1
672,32.0,16.0,70.8,90.0,86.0,53.2,41.8,89.6,48.5,76.2,87.8,75.0,60.0,1.1,47.8,27.0,40.8,44.0,5.2,345.2,2.2,1.5,66937.0,3.4,2.0,8682.5,30.1,2,0,1,0,0,0,0
673,52.0,6.0,67.1,55.0,45.0,98.5,36.8,70.1,72.5,77.9,85.0,70.0,60.0,2.5,0.0,12.0,2.6,45.9,4.1,162.4,2.9,4.5,39681.0,7.2,1.0,1179.9,5.1,3,0,0,1,0,0,0
674,126.0,26.0,55.9,30.0,29.0,79.0,86.2,61.2,42.1,71.5,65.0,55.0,40.0,10.0,30.0,33.0,10.5,21.4,186.3,882.3,4.1,3.6,4736.0,5.2,8.6,1747.0,64.2,4,1,0,0,0,0,0
675,66.0,13.0,64.8,30.0,37.0,84.4,77.9,74.4,42.9,78.6,77.8,75.0,70.0,6.1,25.0,25.0,17.7,27.2,3.9,76.4,6.2,8.7,19455.0,4.3,2.6,4718.9,45.6,3,0,0,0,0,1,0
676,140.0,30.0,53.2,20.0,25.0,67.3,76.2,59.9,71.9,70.6,85.6,25.0,30.0,2.2,42.0,30.0,24.7,28.2,7.5,18.1,5.8,7.6,2399.0,2.5,5.3,-30.4,35.6,4,1,0,0,0,0,0
677,83.0,16.0,61.5,30.0,24.0,96.3,83.3,62.6,30.4,76.8,76.2,75.0,60.0,4.4,10.0,10.0,13.1,23.6,6.9,58.3,4.4,7.0,8449.0,4.5,5.0,236.3,21.4,3,0,0,0,0,1,0
678,49.0,9.0,67.4,40.0,38.0,78.5,86.1,67.8,62.9,83.7,87.0,70.0,60.0,1.5,30.0,30.0,18.6,21.5,31.4,371.3,2.4,5.8,11817.0,4.2,3.2,7606.6,20.7,3,0,0,0,0,1,0
679,70.0,14.0,63.1,30.0,38.0,79.0,89.6,63.0,57.1,77.7,76.4,60.0,60.0,4.3,32.0,30.0,13.3,18.6,99.4,692.2,6.1,6.3,6962.0,7.1,4.2,6200.5,37.2,3,1,0,0,0,0,0
680,39.0,18.0,69.3,65.0,61.0,75.5,46.5,68.7,58.0,85.2,88.0,75.0,70.0,1.0,32.0,19.0,32.7,42.2,38.0,954.5,3.3,3.0,25105.0,9.2,-0.0,13882.8,48.8,3,0,1,0,0,0,0
681,64.0,30.0,65.1,70.0,63.0,60.5,24.8,85.3,43.5,85.7,88.0,70.0,60.0,1.0,48.0,23.0,33.4,50.1,10.4,280.4,0.9,-0.9,26975.0,14.2,-0.2,8807.1,130.2,3,0,1,0,0,0,0
682,34.0,3.0,70.7,65.0,69.0,99.7,70.4,71.4,70.7,74.1,81.8,45.0,60.0,4.1,0.0,0.0,5.2,31.4,2.2,320.5,6.1,9.7,143427.0,0.3,3.0,1040.4,31.5,2,0,0,1,0,0,0
683,61.0,29.0,65.6,35.0,43.0,87.5,65.6,66.1,65.1,81.1,88.0,75.0,50.0,1.0,16.0,16.0,27.2,33.8,19.9,392.8,2.9,1.4,19712.0,7.0,1.1,3234.0,40.4,3,0,1,0,0,0,0
684,153.0,42.0,50.6,20.0,27.0,82.2,56.2,72.2,57.6,62.9,72.4,25.0,30.0,6.3,13.0,20.0,34.8,38.2,143.7,3564.5,0.6,2.8,24805.0,5.1,7.8,20957.7,17.9,4,0,1,0,0,0,0
685,71.0,4.0,63.1,30.0,49.0,80.1,77.1,60.5,82.0,79.4,67.6,65.0,40.0,8.7,30.0,30.0,13.9,27.6,11.1,18.8,7.0,6.8,1698.0,0.6,1.8,267.7,28.0,3,0,0,0,0,0,1
690,78.0,8.0,62.1,40.0,49.0,99.7,56.8,69.9,68.5,69.2,77.8,40.0,50.0,3.6,2.5,2.5,4.3,38.0,30.8,1605.7,3.6,5.3,52183.0,5.6,2.7,8012.0,1.6,3,0,0,1,0,0,0
691,111.0,18.0,58.1,40.0,43.0,71.6,76.1,49.1,42.4,84.9,73.8,60.0,40.0,8.1,40.0,30.0,18.4,28.2,14.5,33.6,4.5,3.4,2311.0,10.0,-0.5,342.7,50.7,4,0,0,0,0,0,1
